abaddho,baddho
dutiyavivādamūlasuttaṃ,dutiya+vivāda+mūla+suttaṃ
dutiyavohārapathasuttaṃ,dutiya+vohāra+patha+suttaṃ
dutiyavohārasuttaṃ,dutiya+vohāra+suttaṃ
dutiyavuḍḍhapabbajitasuttaṃ,dutiya+vuḍḍha+pabbajita+suttaṃ
dutiyavārena,dutiya+vārena
dutiyayodhājīvasuttaṃ,dutiya+yodha+ājīva+suttaṃ
dutiyañāṇavatthusuttaṃ,dutiya+ñāṇa+vatthu+suttaṃ
dutiyaāghātapaṭivinayasuttaṃ,dutiya+āghāta+paṭivinaya+suttaṃ
dutiyaāhuneyyasuttaṃ,dutiya+āhuneyya+suttaṃ
dutiyaājānīyasuttaṃ,dutiya+ājānīya+suttaṃ
dutiyaākāsasuttaṃ,dutiya+ākāsa+suttaṃ
dutiyaāmakadhaññapeyyālavaggo,dutiya+āmaka+dhañña+peyyāla+vaggo
dutiyaānandasuttaṃ,dutiya+ānanda+suttaṃ
dutiyaāyusuttaṃ,dutiya+āyu+suttaṃ
dutiyepi,dutiye+pi
dutiyopi,dutiyo+pi
dutiyādicakkavattikathā,dutiya+ādi+cakka+vatti+kathā
dutiyādidvayakārīsuttattikaṃ,dutiya+ādi+dvaya+kārī+sutta+tikaṃ
dutiyādipācīnaninnasuttacatukkaṃ,dutiya+ādi+pācīna+ninna+sutta+catukkaṃ
duttitikkhañca,duttitikkhañ+ca
duvepi,duve+pi
duveti,duve+ti
duvāyusā,duve+āyusā
duṭṭhabrāhmaṇo,duṭṭha+brāhmaṇo
duṭṭhullabhāṇī,duṭṭhulla+bhāṇī
dvattikkhattuṃ,dva+ti+khattuṃ
dvattiṃsamahāpurisalakkhaṇehi,dvattiṃsa+mahā+purisa+lakkhaṇehi
dvattiṃsamahāpurisalakkhaṇā,dvattiṃsa+mahā+purisa+lakkhaṇā
dvattiṃsamahāpurisalakkhaṇāni,dvattiṃsa+mahā+purisa+lakkhaṇāni
dvattiṃsimāni,dvattiṃsa+imāni
dvattiṃsāti,dvattiṃsā+ti
dvayagāminī,dvaya+gāminī
dvayakārino,dvaya+kārino
dvayakārī,dvaya+kārī
dvayakārīsuttaṃ,dvaya+kārī+suttaṃ
dvayanissito,dvaya+nissito
dvayaṃdvayasamāpattiṃ,dvaya+dvaya+samāpattiṃ
dvaṅgulapaññāya,dvaṅgula+paññāya
dvaṭṭhantarakappā,dvaṭṭhi+antara+kappā
dvaṭṭhipaṭipadā,dvaṭṭhi+paṭipadā
dvedhikajātā,dvedhika+jātā
dvedhāpathaṃ,dvedhā+pathaṃ
dvedhāvitakkasuttaṃ,dvedhā+vitakka+suttaṃ
dvemāsampi,dve+māsam+pi
dvepabbajitavatthu,dve+pabbajita+vatthu
dvepaccayā,dve+paccayā
dvepi,dve+pi
dvesattatiyeva,dvesattati+yeva
dvete,dve+ete,dve+te
dveti,dve+ti
dveva,dve+eva
dveyeva,dve+yeva
dvicakkhu,dvi+cakkhu
dvicakkhuṃ,dvi+cakkhuṃ
dvidhāpathaṃ,dvidhā+pathaṃ
dvidhāpatho,dvidhā+patho
dvidhāvipākā,dvidhā+vipākā
dvidugamavaratarahanuttamalattha,dvi+du+gama+varatara+hanuttam+alattha
dvinnañca,dvinnañ+ca
dvipadacatuppadehi,dvi+pada+catu+padehi
dvipadaṃ,dvi+padaṃ
dvipadā,dvi+padā
dvipadānaṃ,dvi+padānaṃ
dvirāvaṭṭaṃ,dvi+āvaṭṭaṃ
dvisahassī,dvi+sahassī
dvisallena,dvi+sallena
dvādasamāsiyo,dvādasa+māsiyo
dvādasaporisā,dvādasa+porisā
dvādasavassuddesiko,dvādasa+vassa+uddesiko
dvādasavassāni,dvādasa+vassāni
dvādasayojanāni,dvādasa+yojanāni
dvādasākāraṃ,dvādasa+ākāraṃ
dvādasāti,dvādasā+ti
dvādasāvaṭṭaṃ,dvādasa+āvaṭṭaṃ
dvāgāriko,dvi+āgāriko
dvālopiko,dvi+ālopiko,dva+ālopiko
dvārabāhaṃ,dvāra+bāhaṃ
dvārasālā,dvāra+sālā
dvārasālāya,dvāra+sālāya
dvīhatīhassa,dvīha+tīhassa
dvīhipi,dvīhi+pi
dvīsuyeva,dvīsu+yeva
dāmalisuttaṃ,dāmali+suttaṃ
dānajja,dāni+ajja
dānakathaṃ,dāna+kathaṃ
dānamahapphalasuttaṃ,dāna+maha+phala+suttaṃ
dānamayaṃ,dāna+mayaṃ
dānampi,dānam+pi
dānapati,dāna+pati
dānapatino,dāna+patino
dānapatiṃ,dāna+patiṃ
dānapatī,dāna+patī
dānaphalaṃ,dāna+phalaṃ
dānaphalāni,dāna+phalāni
dānasambhūtāni,dāna+sambhūtāni
dānasaṃvibhāgarato,dāna+saṃvibhāga+rato
dānasaṃvibhāgaratā,dāna+saṃvibhāga+ratā
dānasaṃvibhāge,dāna+saṃvibhāge
dānasaṃvibhāgo,dāna+saṃvibhāgo
dānasseva,dānassa+eva
dānavaggo,dāna+vaggo
dānavatthusuttaṃ,dāna+vatthu+suttaṃ
dānavatthūni,dāna+vatthūni
dānavatthūnī,dāna+vatthūnī
dānañca,dānañ+ca
dānime,dāni+ime
dānānisaṃsako,dāna+ānisaṃsako
dānānisaṃsasuttaṃ,dāna+ānisaṃsa+suttaṃ
dārabharaṇāya,dāra+bharaṇāya
dārabharaṇāyā,dāra+bharaṇāyā
dārakatikicchā,dāraka+tikicchā
dāralābhampi,dāra+lābham+pi
dārampi,dāram+pi
dārañca,dārañ+ca
dārucīriyo,dāru+cīriyo
dārudosānaṃ,dāru+dosānaṃ
dārudāhaṃ,dāru+dāhaṃ
dārukammikasuttaṃ,dārukammika+suttaṃ
dārukasāvānaṃ,dāru+kasāvānaṃ
dārukkhandhasuttaṃ,dāru+khandha+suttaṃ
dārukkhandhaṃ,dāru+khandhaṃ
dārukkhandhe,dāru+khandhe
dārukkhandho,dāru+khandho
dārukkhandhā,dāru+khandhā
dārumāruyha,dārum+āruyha
dārupattikantevāsī,dārupattika+antevāsī
dāruvaṅkānaṃ,dāru+vaṅkānaṃ
dāruṇasuttaṃ,dāruṇa+suttaṃ
dārāti,dārā+ti
dāsagaṇānaṃ,dāsa+gaṇānaṃ
dāsakammakaraporisassa,dāsa+kamma+kara+porisassa
dāsakammakaraporise,dāsa+kamma+kara+porise
dāsakammakaraporisehi,dāsa+kamma+kara+porisehi
dāsakammakaraporisesu,dāsa+kamma+kara+porisesu
dāsakammakaraporisā,dāsa+kamma+kara+porisā
dāsakammakarā,dāsa+kamma+karā
dāsakaputtā,dāsaka+puttā
dāsalakkhaṇaṃ,dāsi+lakkhaṇaṃ
dāsidāsapaṭiggahaṇā,dāsi+dāsa+paṭiggahaṇā
dāsidāsasuttaṃ,dāsi+dāsa+suttaṃ
dāsidāsaṃ,dāsi+dāsaṃ
dāsigaṇānaṃ,dāsi+gaṇānaṃ
dāsikaputtā,dāsika+puttā
dāsiputtavādena,dāsi+putta+vādena
dāsiputtavādo,dāsi+putta+vādo
dāsiputto,dāsi+putto
dāsāti,dāsā+ti
dāsīsamaṃ,dāsī+samaṃ
dāsīsamā,dāsī+samā
dātukāmā,dātu+kāmā
dāyako,dāyako
dāyapāla,dāya+pāla
dāyapālassa,dāya+pālassa
dāyapālaṃ,dāya+pālaṃ
dāyapālo,dāya+pālo
dīghacārikavaggo,dīgha+cārika+vaggo
dīghacārikaṃ,dīgha+cārikaṃ
dīghacārikā,dīgha+cārikā
dīghadasāni,dīgha+dasāni
dīghajāṇusuttaṃ,dīghajāṇu+suttaṃ
dīghalaṭṭhisuttaṃ,dīghalaṭṭhi+suttaṃ
dīghalomi,dīgha+lomi
dīghalomikasuttaṃ,dīgha+lomika+suttaṃ
dīghalomikaṃ,dīgha+lomikaṃ
dīghalomikā,dīgha+lomikā
dīghamaddhāna,dīgham+addhāna
dīghamaddhānaṃ,dīgham+addhānaṃ
dīghamāyu,dīgham+āyu
dīghamāyuṃ,dīgham+āyuṃ
dīghanakhasuttaṃ,dīghanakha+suttaṃ
dīghanikāyo,dīgha+nikāyo
dīghapiṭṭhike,dīgha+piṭṭhike
dīghapācanayaṭṭhiṃ,dīgha+pācana+yaṭṭhiṃ
dīgharattamidaṃ,dīgha+rattam+idaṃ
dīgharattañhetaṃ,dīgha+rattañ+hi+etaṃ
dīgharattañhi,dīgha+rattañ+hi
dīgharattaṃ,dīgha+rattaṃ
dīghañca,dīghañ+ca
dīghaṅguli,dīgha+aṅguli
dīghaṅgulī,dīgha+aṅgulī
dīghāpi,dīghā+pi
dīghāvuupāsakasuttaṃ,dīghāvu+upāsaka+suttaṃ
dīghāyu,dīgha+āyu
dīghāyukataro,dīgha+āyukataro
dīghāyukaṃ,dīgha+āyukaṃ
dīghāyukesu,dīgha+āyukesu
dīghāyuko,dīgha+āyuko
dīghāyukā,dīgha+āyukā
dīpañca,dīpañ+ca
dīpicammaparivārāni,dīpi+camma+parivārāni
dūrampi,dūram+pi
dūratopi,dūrato+pi
dūraṅgamo,dūra+gamo
dūraṅgamā,dūra+gamā,dūraṅ+gamā
dūrepātī,dūre+pātī
dūrevime,dūre+eva+ime
dūrābhato,dūra+ābhato
dūsesīti,dūsesī+ti
dūtayugaṃ,dūta+yugaṃ
dūteyyasuttaṃ,dūteyya+suttaṃ
dūteyyañca,dūteyyañ+ca
ehambho,ehi+ambho
ehibhadantiko,ehi+bhadantiko
ehibhaddantiko,ehi+bhaddantiko
ehipassikaṃ,ehi+passikaṃ
ehipassikena,ehi+passikena
ehipassiko,ehi+passiko
ehipassikā,ehi+passikā
ehisvāgatavādī,ehi+svāgata+vādī
ekabalampi,eka+balam+pi
ekabandhanampi,eka+bandhanam+pi
ekabhattaṃ,eka+bhattaṃ
ekabhattiko,eka+bhattiko
ekabhikkhupi,eka+bhikkhu+pi
ekabhikkhussapi,eka+bhikkhussa+api
ekabrāhmaṇopi,eka+brāhmaṇo+pi
ekabījī,eka+bījī
ekabījīsuttaṃ,eka+bījī+suttaṃ
ekacakkhu,eka+cakkhu
ekacakkhuñca,eka+cakkhuñ+ca
ekacarā,eka+carā
ekaccaasassatikā,ekacca+sassatikā,ekacca+asassatikā
ekaccasassatavādo,ekacca+sassata+vādo
ekaccasassatikā,ekacca+sassatikā
ekacchiggalaṃ,eka+chiggalaṃ
ekacchiggale,eka+chiggale
ekacchiggaḷaṃ,eka+chiggaḷaṃ
ekacchiggaḷe,eka+chiggaḷe
ekacārī,eka+cārī
ekacīvaro,eka+cīvaro
ekadesaṃ,eka+desaṃ
ekadeso,eka+deso
ekadhammampi,eka+dhammam+pi
ekadhammapeyyālavaggo,eka+dhamma+peyyāla+vaggo
ekadhammapāḷi,eka+dhamma+pāḷi
ekadhammassa,eka+dhammassa
ekadhammasuttaṃ,eka+dhamma+suttaṃ
ekadhammavaggo,eka+dhamma+vaggo
ekadhamme,eka+dhamme
ekadhammo,eka+dhammo
ekadhītu,eka+dhītu
ekadhītusuttaṃ,eka+dhītu+suttaṃ
ekadivasaṃ,eka+divasaṃ
ekadvāraṃ,eka+dvāraṃ
ekadvīhikāya,eka+dvīhikāya
ekagandhampi,eka+gandham+pi
ekaggacittassa,ekagga+citto+assa
ekaggacitto,ekagga+citto
ekaggacittā,ekagga+cittā
ekagghano,eka+ghano
ekaggā,eka+aggā
ekakanipātapāḷi,ekaka+nipāta+pāḷi
ekakhuraṃ,eka+khuraṃ
ekamantaṃ,ekam+antaṃ
ekamanā,eka+manā
ekamattānaṃ,ekam+attānaṃ
ekamaṃsakhalaṃ,eka+maṃsa+khalaṃ
ekamaṃsapuñjaṃ,eka+maṃsa+puñjaṃ
ekamekasmiṃ,eka+ekasmiṃ
ekamekañca,eka+ekañ+ca
ekamekañcepi,ekam+ekañ+ce+pi
ekamekaṃ,ekam+ekaṃ
ekamekenapi,eka+ekena+pi,ekamekena+pi
ekamekissā,eka+ekissā
ekameko,eka+eko
ekamidaṃ,ekam+idaṃ
ekampi,ekam+pi
ekamāsi,ekam+āsi
ekamāsīnaṃ,ekam+āsīnaṃ
ekamūlaanomiyaṃ,eka+mūla+anomiyaṃ
ekamūlasuttaṃ,eka+mūla+suttaṃ
ekamūlaṃ,eka+mūlaṃ
ekanavutikappe,ekanavuti+kappe
ekanidānāni,eka+nidānāni
ekanikāyampi,eka+nikāyam+pi
ekantaajjhosānā,ekanta+ajjhosānā
ekantaamanāpo,ekanta+amanāpo
ekantachandā,ekanta+chandā
ekantadukkhasuttaṃ,ekanta+dukkha+suttaṃ
ekantadukkhaṃ,ekanta+dukkhaṃ
ekantadukkhā,ekanta+dukkhā
ekantadukkhī,ekanta+dukkhī
ekantadukkhīsuttaṃ,ekanta+dukkhī+suttaṃ
ekantagato,ekanta+gato
ekantakāḷakehi,ekanta+kāḷakehi
ekantanibbidāya,ekanta+nibbidāya
ekantaparipuṇṇaṃ,ekanta+paripuṇṇaṃ
ekantaparisuddhaṃ,ekanta+parisuddhaṃ
ekantapaṭibhānā,ekanta+paṭibhānā
ekantasavanena,ekanta+savanena
ekantasukhappaṭisaṃvedī,ekanta+sukha+paṭisaṃvedī
ekantasukhassa,ekanta+sukhassa
ekantasukhaṃ,ekanta+sukhaṃ
ekantasukhiṃ,ekanta+sukhiṃ
ekantasukho,ekanta+sukho
ekantasukhā,ekanta+sukhā
ekantasukhī,ekanta+sukhī
ekantasukhīsuttaṃ,ekanta+sukhī+suttaṃ
ekantasīlā,ekanta+sīlā
ekantavādā,ekanta+vādā
ekanāmāti,eka+nāmā+ti
ekapadaṃ,eka+padaṃ
ekapassayikopi,eka+apassayiko+pi,eka+passayiko+pi
ekapañheneva,eka+pañhena+eva
ekapaṇṇā,eka+paṇṇā
ekapiṇḍapātaṃ,eka+piṇḍapātaṃ
ekapuggalampi,eka+puggalam+pi
ekapuggalassa,eka+puggalassa
ekapuggalavaggo,eka+puggala+vaggo
ekapuggalo,eka+puggalo
ekaputtaka,eka+puttaka
ekaputtakasuttaṃ,eka+puttaka+suttaṃ
ekaputtakaṃ,eka+puttakaṃ
ekaputtako,eka+puttako
ekaputtakā,eka+puttakā
ekaputto,eka+putto
ekaputtā,eka+puttā
ekarasampi,eka+rasam+pi
ekaraso,eka+raso
ekarattivāsaṃ,eka+ratti+vāsaṃ
ekarattiṃ,eka+rattiṃ
ekarukkhikā,eka+rukkhikā
ekarūpampi,eka+rūpam+pi
ekasamosaraṇā,eka+samosaraṇā
ekasataṃ,eka+sataṃ
ekasatthārampi,eka+satthāram+pi
ekasaṅkhānaṃ,eka+saṅkhānaṃ
ekassapi,ekassa+pi
ekassekena,ekassa+ekena
ekasuttaṃ,eka+suttaṃ
ekasālake,eka+sālake
ekasālako,eka+sālako
ekasārīrikaṃ,eka+sārīrikaṃ
ekasāṭakesu,eka+sāṭakesu
ekasāṭakā,eka+sāṭakā
ekatopakkhikānaṃ,ekato+pakkhikānaṃ
ekattakāyā,ekatta+kāyā
ekattasaññino,ekatta+saññino
ekattasaññānaṃ,ekatta+saññānaṃ
ekattasitā,ekatta+sitā
ekattavāsena,ekatta+vāsena
ekatthā,eka+atthā
ekavihārassa,eka+vihārassa
ekavihāre,eka+vihāre
ekavihāro,eka+vihāro
ekavihārī,eka+vihārī
ekavihārīti,eka+vihārī+ti
ekavācaṃ,eka+vācaṃ
ekavācikampi,eka+vācikam+pi
ekañca,ekañ+ca
ekaññeva,ekaññ+eva
ekaṃsabhāvitasamādhi,ekaṃsa+bhāvita+samādhi
ekaṃsabhāvite,ekaṃsa+bhāvito
ekaṃsabhāvito,ekaṃsa+bhāvito
ekaṃsabyākaraṇīyaṃ,ekaṃsa+byākaraṇīyaṃ
ekaṃsabyākaraṇīyo,ekaṃsa+byākaraṇīyo
ekaṃsavacanaṃ,ekaṃsa+vacanaṃ
ekaṃsavādo,ekaṃsa+vādo
ekaṃsaṃ,eka+aṃsaṃ
ekaṃsenetaṃ,ekaṃsena+etaṃ
ekaṃsikadhammo,ekaṃsika+dhammo
ekaṃsikāpi,ekaṃsikā+pi
ekaṃva,ekaṃ+va
ekaṃyeva,ekaṃ+yeva
ekaṅgahīnā,eka+aṅga+hīnā
ekaṅgametaṃ,eka+aṅgam+etaṃ
ekaṅgampi,eka+aṅgam+pi,eka+aṅgam
ekekalomatāuṇṇālakkhaṇāni,ekeka+lomatā+uṇṇā+lakkhaṇāni
ekekalomo,ekeka+lomo
ekekasmiṃ,eka+ekasmiṃ
ekekaṃ,eka+ekaṃ
ekidaṃ,eke+idaṃ
ekissāpi,ekissā+pi
ekodibhāvaṃ,ekodi+bhāvaṃ
ekodibhūto,ekodi+bhūto
ekodibhūtā,ekodi+bhūtā
ekopi,eko+pi
ekupāsakopi,eka+upāsako+pi
ekācariyapācariyopi,ācariya+pācariyo+pi
ekādasabalavaggo,ekādasa+bala+vaggo
ekādasadvāraṃ,ekādasa+dvāraṃ
ekādasakanipātapāḷi,ekādasaka+nipāta+pāḷi
ekādasamanti,ekādasaman+ti
ekādasamasuttaṃ,ekādasama+suttaṃ
ekādasānisaṃsā,ekādasa+ānisaṃsā
ekāgāriko,eka+āgāriko
ekāhi,ekā+hi
ekālopiko,eka+ālopiko
ekārakkho,eka+ārakkho
ekārāmataṃ,eka+ārāmataṃ
ekāsanabhojanañhi,eka+āsana+bhojanañ+hi
ekāsanabhojanaṃ,eka+āsana+bhojanaṃ
ekāsanassa,eka+āsanassa
ekāsanikasuttaṃ,eka+āsanika+suttaṃ
ekāsanikaṃ,eka+āsanikaṃ
ekāsaniko,eka+āsaniko
ekāsanikā,eka+āsanikā
ekāsano,eka+āsano
ekāti,ekā+ti
ekāvuso,ekā+āvuso
ekāyanaṃ,eka+āyanaṃ
ekāyano,eka+āyano
ekūnapaññāsa,ekūna+paññāsa
ekūnatiṃso,ekūna+tiṃso
elamūgo,ela+mūgo
erakavattikampi,eraka+vattikam
eraṇḍakaṭṭhassa,eraṇḍa+kaṭṭhassa
esanādisuttadasakaṃ,esanā+ādi+sutta+dasakaṃ
esanādisuttadvādasakaṃ,esanā+ādi+sutta+dvādasakaṃ
esanādisuttaṃ,esanā+ādi+suttaṃ
esanāpasuto,esanā+pasuto
esanāpāḷi,esanā+pāḷi
esanāsuttaṃ,esanā+suttaṃ
esanāvaggo,esanā+vaggo
esanāvaggā,esanā+vaggā
esanīti,esanī+ti
eseva,esa+eva,eso+eva
esevanto,eso+eva+anto,esa+eva+anto
esevattho,esa+eva+attho
esikaṭṭhāyiṭṭhito,esika+ṭhāyi+ṭhito
esikaṭṭhāyiṭṭhitā,esika+ṭhāyi+ṭhitā
esopi,eso+pi
esukārīsuttaṃ,esukārī+suttaṃ
esāpi,esā+pi
esāvuso,eso+āvuso
etadabbhanujānāti,etad+abbhanujānāti
etadaggavaggo,etad+agga+vaggo
etadaggaṃ,etad+aggaṃ
etadahosi,etad+ahosi
etadantikā,etad+antikā
etadattani,etad+attani
etadatthaṃ,etad+atthaṃ
etadatthā,etad+atthā
etadavacaṃ,etad+avacaṃ
etadavoca,etad+avoca
etadavocaṃ,etad+avocaṃ
etadavocumha,etad+avocumha
etadavocuṃ,etad+avocuṃ
etadaññāya,etad+aññāya
etadeva,etad+eva
etadānuttariyaṃ,etad+ānuttariyaṃ
etamabhijānāti,etam+abhijānāti
etamahaṃ,etam+ahaṃ
etamatthaṃ,etam+atthaṃ
etamettakena,etam+ettakena
etampi,etam+pi
etaparamaṃ,etaṃ+paramaṃ
etaparamaṃyeva,etaparamaṃ+yeva
etaparamoyeva,etaparamo+yeva
etapparamaṃyeva,etaṃ+paramaṃ+yeva
etapparamāyeva,etaṃ+paramā+yeva
etassapi,etassa+pi
etasseva,etassa+eva
etañca,etañ+ca
etañce,etañ+ce
etañceva,etañ+ca+eva
etañhi,etañ+hi
etaṃgocaro,etaṃ+gocaro
etaṃmama,etaṃ+mama
etaṃmamasuttaṃ,etaṃ+mama+suttaṃ
etaṃparamaṃ,etaṃ+paramaṃ
etaṃparamāyeva,etaṃ+paramā+yeva
etenetaṃ,etena+etaṃ
etenupāyena,etena+upāyena
etepi,ete+pi
eteva,ete+eva
eteyeva,ete+yeva
ettakameva,ettakam+eva
ettakampi,ettakam+pi
ettakavaṇṇo,ettaka+vaṇṇo
ettakenapi,ettakena+pi
ettakopi,ettako+pi
etthagedhā,ettha+gedhā
ettheso,ettha+eso
etthesā,ettha+esā
etthetaṃ,ettha+etaṃ
etthete,ettha+ete
ettheva,ettha+eva
etthevassa,ettha+eva+assa
ettāvatāpi,ettāvatā+pi
etāneva,etāni+eva
etāvaparamo,etāva+paramo
etāyasmā,etu+āyasmā
evadiṭṭhino,evaṃ+diṭṭhino
evamahaṃ,evam+ahaṃ
evamakkhāyiṃ,evam+akkhāyiṃ
evamakkhāyī,evam+akkhāyī
evamakāsiṃ,evam+akāsiṃ
evamanusāsati,evam+anusāsati
evamanusāsāmi,evam+anusāsāmi
evamassa,evam+assa
evamassime,evam+assa+ime
evamassu,evam+assu
evamassādā,evam+assādā
evamayaṃ,evam+ayaṃ
evameko,evam+eko
evamesā,evam+esā
evametanti,evam+eta+ti
evametassa,evam+etassa
evametaṃ,evam+etaṃ,eva+me+etaṃ
evamete,evam+ete
evametesaṃ,evam+etesaṃ
evametissā,evam+etissā
evamettha,evam+ettha
evametāsaṃ,evam+etāsaṃ
evameva,evam+eva
evamevassu,evam+eva+assu
evamevaṃ,evam+evaṃ,evam+evam
evamevime,evam+eva+ime
evamidaṃ,evam+idaṃ
evamidhekacce,evam+idha+ekacce
evamimāni,evam+imāni
evampi,evam+pi
evamādīnavaṃ,evam+ādīnavaṃ
evamāgataṃ,evam+āgataṃ
evamāha,evam+āha
evamāhaṃsu,evam+āhaṃsu
evamāhā,evam+āhā
evamāhāro,evam+āhāro
evamāhārā,evam+āhārā
evamārocehi,evam+ārocehi
evamārocesi,evam+ārocesi
evamārocesuṃ,evam+ārocesuṃ
evamāroceti,evam+āroceti
evamārocimha,evam+ārocimha
evamāvuso,evam+āvuso
evamāyasmā,evam+āyasmā
evamāyupariyanto,evam+āyu+pariyanto
evarūpamakāsī,evarūpam+akāsī
evarūpampi,evarūpam+pi
evarūpañce,evarūpañ+ce
evarūpañhi,evarūpañ+hi
evarūpepi,evarūpe+pi
evarūpopi,evarūpo+pi
evarūpāpi,evarūpā+pi
evañca,evañ+ca
evañce,evañ+ce
evañcetaṃ,evañ+ca+etaṃ,evañ+ce+etaṃ
evañcettha,evañ+ca+ettha
evañhetaṃ,evañ+hi+etaṃ,evaṃ+hi+etaṃ
evañhi,evañ+hi
evaṃabhisamparāyā,evaṃ+abhisamparāyā
evaṃadhippāyā,evaṃ+adhippāyā
evaṃadhippāyānaṃ,evaṃ+adhippāyānaṃ
evaṃanatīto,evaṃ+anatīto
evaṃantarāyakaraṃ,evaṃ+antarāya+karaṃ
evaṃbandhanīyo,evaṃ+bandhanīyo
evaṃbhāgā,evaṃ+bhāgā
evaṃbhāvī,evaṃ+bhāvī
evaṃbhūto,evaṃ+bhūto
evaṃchandā,evaṃ+chandā
evaṃchandānaṃ,evaṃ+chandānaṃ
evaṃciraṭṭhitikā,evaṃ+cira+ṭhitikā
evaṃcittassa,evaṃ+cittassa
evaṃcitto,evaṃ+citto
evaṃdhammesu,evaṃ+dhammesu
evaṃdhammo,evaṃ+dhammo
evaṃdhammā,evaṃ+dhammā
evaṃdiṭṭhi,evaṃ+diṭṭhi
evaṃdiṭṭhiko,evaṃ+diṭṭhiko
evaṃdiṭṭhikā,evaṃ+diṭṭhikā
evaṃdiṭṭhino,evaṃ+diṭṭhino
evaṃdiṭṭhiṃ,evaṃ+diṭṭhiṃ
evaṃdiṭṭhī,evaṃ+diṭṭhī
evaṃdiṭṭhīsu,evaṃ+diṭṭhīsu
evaṃdāruṇaṃ,evaṃ+dāruṇaṃ
evaṃdīghāyukā,evaṃ+dīgha+āyukā
evaṃgahitā,evaṃ+gahitā
evaṃgatikā,evaṃ+gatikā
evaṃgatāni,evaṃ+gatāni
evaṃgotto,evaṃ+gotto
evaṃgottā,evaṃ+gottā
evaṃgottāti,evaṃ+gottā+ti
evaṃjaccā,evaṃ+jaccā
evaṃkamanīyo,evaṃ+kamanīyo
evaṃkaṭukaṃ,evaṃ+kaṭukaṃ
evaṃkāmā,evaṃ+kāmā
evaṃkāmānaṃ,evaṃ+kāmānaṃ
evaṃkārī,evaṃ+kārī
evaṃlābhaggayasaggappattaṃ,evaṃ+lābha+agga+yasa+agga+pattaṃ
evaṃmadanīyo,evaṃ+madanīyo
evaṃmahesakkhena,evaṃ+mahesakkhena
evaṃmahiddhikassa,evaṃ+maha+iddhikassa
evaṃmahiddhike,evaṃ+mahā+iddhike
evaṃmahiddhikena,evaṃ+maha+iddhikena
evaṃmahiddhiko,evaṃ+mahā+iddhiko,evaṃ+maha+iddhiko
evaṃmahiddhikā,evaṃ+mahā+iddhikā,evaṃ+maha+iddhikā
evaṃmahiddhikānaṃ,evaṃ+maha+iddhikānaṃ
evaṃmucchanīyo,evaṃ+mucchanīyo
evaṃmāni,evaṃ+māni
evaṃnavo,evaṃ+navo
evaṃnāmo,evaṃ+nāmo
evaṃnāmā,evaṃ+nāmā
evaṃparāmaṭṭhā,evaṃ+parāmaṭṭhā
evaṃpasanno,evaṃ+pasanno
evaṃpañño,evaṃ+pañño
evaṃpaññā,evaṃ+paññā
evaṃpaṭipannassa,evaṃ+paṭipannassa
evaṃpaṭipannā,evaṃ+paṭipannā
evaṃpaṭiññānaṃ,evaṃ+paṭiññānaṃ
evaṃrajanīyo,evaṃ+rajanīyo
evaṃrūpo,evaṃ+rūpo
evaṃsamaññānaṃ,evaṃ+samaññānaṃ
evaṃsampadamidaṃ,evaṃ+sampadam+idaṃ
evaṃsamācāro,evaṃ+samācāro
evaṃsaññinopi,evaṃ+saññino+pi
evaṃsaññī,evaṃ+saññī
evaṃsukhadukkhapaṭisaṃvedī,evaṃ+sukha+dukkha+paṭisaṃvedī
evaṃsukhadukkhappaṭisaṃvedī,evaṃ+sukha+dukkha+paṭisaṃvedī
evaṃsīlo,evaṃ+sīlo
evaṃsīlā,evaṃ+sīlā
evaṃvaṇṇo,evaṃ+vaṇṇo
evaṃvaṇṇā,evaṃ+vaṇṇā
evaṃvedano,evaṃ+vedano
evaṃvihārino,evaṃ+vihārino
evaṃvihārī,evaṃ+vihārī
evaṃvimutto,evaṃ+vimutto
evaṃvimuttā,evaṃ+vimuttā
evaṃvipākaṃ,evaṃ+vipākaṃ
evaṃvipāko,evaṃ+vipāko
evaṃvādino,evaṃ+vādino
evaṃvādiṃ,evaṃ+vādiṃ
evaṃvādī,evaṃ+vādī
evaṃvādīnaṃ,evaṃ+vādīnaṃ
evaṃvādīsu,evaṃ+vādīsu
eḷagalāgumbe,eḷagalā+gumbe
eḷakamantaraṃ,eḷakam+antaraṃ
eḷamūgo,eḷa+mūgo
eḷamūgā,eḷa+mūgā
eṇeyyajaṅghoti,eṇeyya+jaṅgho
eṇijaṅghalakkhaṇaṃ,eṇi+jaṅgha+lakkhaṇaṃ
eṇijaṅghasuttaṃ,eṇi+jaṅgha+suttaṃ
eṇijaṅghaṃ,eṇi+jaṅghaṃ
eṇijaṅghena,eṇi+jaṅghena
eṇijaṅgho,eṇi+jaṅgho
eṇikūlasmiṃ,eṇi+kūlasmiṃ
gabbhamessāmi,gabbham+essāmi
gabbhamupeti,gabbham+upeti
gabbhaseyyā,gabbha+seyyā
gabbhañca,gabbhañ+ca
gabbhinīupamā,gabbhinī+upamā
gacchantopi,gacchanto+pi
gacchantīpi,gacchantī+pi
gacchateva,gacchati+eva
gacchāmahaṃ,gacchāmi+ahaṃ
gacchāvuso,gaccha+āvuso
gaddhabādhipubbassa,gaddha+bādhi+pubbassa
gaddhabādhipubbaṃ,gaddha+bādhi+pubbaṃ
